address,name_tag,ether_balance,txn_count,etherscan_address_dataset_reported,token_name,usd_market_cap,n_holders,is_token,etherscan_token_dataset_reported,cryptoscamdb_reported
0xdE6135B63dEcC47d5A5D47834A7dD241fE61945A,Fake_Phishing5816,0.0,126.0,True,,,,,False,False
0xF403a2c10B0B9feF8f0d4F931df5d86aD187AE31,Fake_Phishing5836,0.0,2.0,True,,,,,False,False
0x72a1A639C69F8002F035a7DC231d634D74e6b86E,Fake_Phishing5837,0.0,2.0,True,,,,,False,False
0x3267EAd61cEB7D16c5eCc2BE572Ccf0538824E2f,Fake_Phishing5839,0.0,39.0,True,,,,,False,False
0xA1da0E05114B5CD243Ad7eB2b09BAf90d7755EDf,Fake_Phishing5840,0.0,2.0,True,,,,,False,False
0x3FE61E2306999EEaaFF2a3ac1d0fADA6F566587E,Fake_Phishing5841,0.0,2.0,True,,,,,False,False
0xdc2933aB1918678bcfD13BcD653A20C0e9CEBA9a,Fake_Phishing5842,0.0,2.0,True,,,,,False,False
0xCc320Aa1FE572798A1F900cFa0dF6524B04c9624,Fake_Phishing5843,0.0,2.0,True,,,,,False,False
0x8014FB4882b1f99a3E60AEce1d39400560D986ae,Fake_Phishing5844,0.0,2.0,True,,,,,False,False
0x65a8135596AE13C0Dd5c17bA1059C61Bc42D3B2f,Fake_Phishing5845,0.0,2.0,True,,,,,False,False
0xcf50193c27DF08423BFe813676541B2268789332,Fake_Phishing5846,0.0,2.0,True,,,,,False,False
0x80142A55F0f4F6Bf6b5644B8C1f8A3cfeD0086Ae,Fake_Phishing5847,0.0,2.0,True,,,,,False,False
0x8014ae6574CAcE1f2435a86d4ea0472f466786ae,Fake_Phishing5848,0.0,4.0,True,,,,,False,False
0xCC326C1D41f64c5331bc7Ba555d75306C3159624,Fake_Phishing5849,0.0,2.0,True,,,,,False,False
0xDD499857c8539bEF04477B52782bE6A9FbD3c82b,Fake_Phishing5850,0.0,2.0,True,,,,,False,False
0x65A8EC2C367A2d60EFC1944c6eAB614d73453B2f,Fake_Phishing5852,0.0,2.0,True,,,,,False,False
0xd88AeBF8Ea65Fd5b467ddeBc9709a8008aE4FB66,Fake_Phishing5854,0.0,1.0,True,,,,,False,False
0x3450bc589D93BAD1B1A48f8013289aD52F6bAcfD,Fake_Phishing5950,0.0,43.0,True,,,,,False,False
0x8Ba9512714fd69be49883E755cfb82ec46C6bD11,Fake_Phishing606,0.0,12.0,True,,,,,False,False
0x2A2aA50450811Ae589847D670cB913dF763318E8,Fake_Phishing6090,0.0,10.0,True,,,,,False,False
0xd13b093EAfA3878De27183388Fea7D0D2B0AbF9E,Fake_Phishing6102,0.31530333,346.0,True,,,,,False,False
0xD5bC1dE8fa494fAf0719d28DB264fDce6af755eB,Fake_Phishing6110,0.0,1.0,True,,,,,False,False
0xf2BaD87c0d0Ea8bDA69C722368df4F79D92EE6c9,Fake_Phishing614,0.0,682.0,True,,,,,False,False
0xdF5f1C927e639e3448726c269CD112Da5F1d4Ef3,Fake_Phishing6158,0.0,97.0,True,,,,,False,False
0x7b7A7F26DB00692ED0Bf7Cc5aa842f1A9706E296,Fake_Phishing6160,0.00186083,303.0,True,,,,,False,False
0xc97dDC36e15e4c98d5c19245110391eB9C97eF4f,Fake_Phishing6189,0.0,6.0,True,,,,,False,False
0x9f49b1aa9Cc6195DEfE1F49343B15196Abab85E0,Fake_Phishing6209,0.0,1.0,True,,,,,False,False
0x6642cEc9d02e4e669103a3Ed4F3505F437b8fe73,Fake_Phishing672,0.0,174.0,True,,,,,False,True
0x903bb9cD3a276d8f18Fa6EFeD49B9bc52cCF06e5,Fake_Phishing749,0.0,5233.0,True,,,,,False,False
0x70305B080eFc49eB5DFb9bdA78Aea516c398f804,Fake_Phishing750,0.0,456.0,True,,,,,False,False
0x7a18CfC4a36E48163034E51A9Ed19D4bdEa05F6f,Fake_Phishing76,0.0,6.0,True,,,,,False,True
0x46d1ebf7BB93044E078e0496e4661ec772607d9d,Fake_Phishing781,0.0,16.0,True,,,,,False,False
0x5e5D6f6706420F932d796C0F28A83B26dabcFd8D,Fake_Phishing79,0.0,18.0,True,,,,,False,True
0xe8868E87aAA4a0d0751691f9f33b0e5Da7127039,Fake_Phishing790,0.00056961,2904.0,True,,,,,False,False
0x6FaAEB4050Fc4b15b131eFF2ea887De829e9fC3f,Fake_Phishing792,0.0,8.0,True,,,,,False,False
0x6Ef982f9E7F09d4bF4a70398707c82970a6Dc31E,Fake_Phishing798,0.0,50.0,True,,,,,False,False
0x8822f619A9dD64D17Caa3f5CA1B257808f7369bD,Fake_Phishing80,0.0,43.0,True,,,,,False,False
0x0Da4eB121142879Db7cB4bCA6693c94154D07339,Fake_Phishing805,0.0,29.0,True,,,,,False,False
0x995E8E4F271B1B549Ac074d26d8B9b5307Fe9fa5,Fake_Phishing816,0.0,36.0,True,,,,,False,False
0x0d4f74C538613ed6e6c8c1Bc8896ecfD45f5Ef23,Fake_Phishing823,0.0,210.0,True,,,,,False,True
0x98198d7eCc42a3E18D3fc52957db46930cf1d2e8,Fake_Phishing895,0.0,18.0,True,,,,,False,True
0xc25ab34E7F3a1eb2C6a3a23DF851F351df0E712A,Fake_Phishing917,0.0,2.0,True,,,,,False,True
0x3f2b1dd5877cF9611497B6619D288E77e2D58EF3,Fake_Phishing934,0.0,4.0,True,,,,,False,False
0x5c06bf92669ea4A11B808E65abE65b7c7302e0b9,Fake_Phishing97,0.0,27.0,True,,,,,False,False
0x70bada9AFADF5fdeF08CA8e5dB1169c039707580,Fake_Phishing975,0.0,10.0,True,,,,,False,False
0x967582dEBedf069111973313E29bC7c5F713b80a,Uniswap V2: BOT,0.0,0.0,True,Uniswap V2 (UNI-V2),0.0,1.0,True,True,False
0x8e10f088e0a046b2467F89114520381F2b5d7873,Uniswap V2: LIEN,0.0,0.0,True,Uniswap V2 (UNI-V2),0.0,1.0,True,True,False
0x1a85A80F6c192a86e3bd5D046C8F421d7947DbCd,Uniswap V2: NXM,0.0,0.0,True,Uniswap V2 (UNI-V2),0.0,2.0,True,True,False
0x559ccdEd35e1509465CB30Ce6555b571F2a5A55f,Uniswap V2: NXM 2,0.0,1.0,True,Uniswap V2 (UNI-V2),0.0,1.0,True,True,False
0xC3E9287e2c028ebBAE2001F477DC22EdE80eD829,Uniswap V2: PSWAP,0.0,1.0,True,,,,,False,False
0x794ECf3d86271d3D5Efd64B49e46F5B70680373e,Uniswap V2: rBON,0.0,0.0,True,Uniswap V2 (UNI-V2),0.0,1.0,True,True,False
0x2BcA419E570B1620B5e922Fc005e806453aFFc83,YYFI.finance: balancer,0.0,616.0,True,,,,,False,False
0xe4Ffd96b5E6d2b6CDB91030C48Cc932756c951B5,YYFI.finance: yearn,0.0,773.0,True,,,,,False,False
0xDb3E6295067be156219fd790d4b9C326f95368F1,,,,False,FDIC Coin (FDIC),0.0,8.0,True,True,False
0x01012022D43a3f85196A6bEa96Dfdb7350fDAa3c,,,,False,Happy New Year (2022),0.0,380.0,True,True,False
0x2c9743a7d4B8d39884e8E919372157711d54CCE1,,,,False,APPLE (APPLE),0.0,,True,True,False
0x7fb83740362bDf16eFB6ABe05348ad419270f7d3,,,,False,Wrapped Ether (WETH),0.0,9.0,True,True,False
0x120aA018634F555484c088c8da80F75Aa07E004F,,,,False,aWETH.io (aWETH.io),0.0,34891.0,True,True,False
0x7cd0341D749D9eDC352fA9899D0a8e07a955038F,,,,False,Spam Token,0.0,834.0,True,True,False
0x8202bE32b8E045CE97418B0DBE77a7A1398dbE51,,,,False,ETHW (ETHW),0.0,33.0,True,True,False
0xD88e87cd53d5b3c88c07bDb4715A39B75d6E7870,,,,False,$ SolFi.Vision (SolFi.Vision),0.0,51646.0,True,True,False
0x5c63396c9023bFE34c1CB97c55a07b73Ce7A10cb,,,,False,$ TetherLP.com (TetherLP.com),0.0,3.0,True,True,False
0x42C72Ab14f2E57ca24959cAff1cF1fA7fDb726c3,,,,False,$ CompoundClaim.com (CompoundClaim.com),0.0,,True,True,False
0x9b4109CfBf22348260DB8d36780554d7FD3898Ff,,,,False,Subway Metaverse (Subway),0.0,738.0,True,True,False
0x7b69c4f2ACF77300025E49DbDbB65B068b2Fda7D,,,,False,Beeples (RP),0.0,,True,True,True
0xA509AA28724D4865C30e7FB5F2a949307fa199Ed,,,,False,Kibatsu_Mecha (Kibatsu_Mecha),0.0,,True,True,False
0x4f8AB4e7d1Fae93bE2F4525818Db1d193b2b17c8,,,,False,Tether USD (USDT),0.0,290.0,True,True,False
0x934147534471E9d65A313902CbeFd9524aF0DCF2,,,,False,Spam Token,0.0,51.0,True,True,False
0xEcC63774bc83ED885859596cc94e65bea9d2d7fE,,,,False,$ TetheReward.com (TetheReward.com),0.0,6993.0,True,True,False
0x00000006e55A9364b657E3b91Cd0411B4fD11aC2,,,,False,Adidas Originals Metaverse (ADIDAS),0.0,403.0,True,True,False
0xac8102352085c492a0Cafacb9AfcB77D25a21cE4,,,,False,EthFork2.com (EthFork2.com),0.0,32682.0,True,True,False
0x002BC2632EC91E229470e747534cA93da52BB266,,,,False,ETHPOWPOS (ETH),0.0,,True,True,False
0x76De271DEb865343A458a3F1E08534A3f5b42843,,,,False,$ (LPLido.com),0.0,10801.0,True,True,False
0x6d9E74C81f3DC74e1Aa8c3d68B4EbFA74ea19395,,,,False,memelandpotatoz.com (POTATOZ),0.0,,True,True,False
0x679115b23b6AdbC10389ba738E5BFc951700d662,,,,False,opt (ETHW),0.0,11.0,True,True,False
0xEa8E09bCda60BACABeE14dC80420bDfa0e73208A,,,,False,CryptoPunks.events (CryptoPunks.events),0.0,3459.0,True,True,False
0x0dcaB5a88Af37442ec823BE4e522879231226C37,,,,False,$ StrongLP.com (StrongLP.com),0.0,12627.0,True,True,False
0xCf39B7793512F03f2893C16459fd72E65D2Ed00c,,,,False,$ UniswapLP.com (UniswapLP.com),0.0,73399.0,True,True,False
0xd8E02D9c3eC0FFA29a358f1B22Ae5cd20eC07BCA,,,,False,Spam Token,0.0,,True,True,False
0xb0B1d4732eFE32AEA466ED6BC3c79181eD4810c4,,,,False,ApeCoinV2.com (ApeCoinV2.com),0.0,50157.0,True,True,False
0x49b3BadC0d0cf03F56AA738676de162C7e584aEA,,,,False,MetisLp.com (MetisLp.com),0.0,1.0,True,True,False
0xa3f3c804E19BE27E499e50d116991c6c70EDC581,,,,False,$$ LPUniswap.com $$ (LPUniswap.com),0.0,201.0,True,True,False
0x537B3cC2a6CFEE7c505493102922474e97fc0269,,,,False,Louis Vuitton (LV),0.0,,True,True,False
0x285bf58CA025618b4c235c964AB1014796b1af36,,,,False,Meta.com (META),0.0,208.0,True,True,False
0x0795619E02716a81ac9EF6E55363D538DA104e57,,,,False,$ ClaimCompound.com (ClaimCompound.com),0.0,3619.0,True,True,False
0xD6419B371c4185A8b101144CEa97e855023f6179,,,,False,Prime Ape Planet (PrimeApePlanet),0.0,,True,True,False
0xf8E04339eD6Ca5185dB8D87424b0b7FFf56b9449,,,,False,PATEK PHILIPPE (PATEKPHILIPPE),0.0,,True,True,False
0x936a6Ddf3820D4e0E6F77f125E429bd56298d258,,,,False,Imaginary Ones (IMAGINARY),0.0,,True,True,False
0x9b89e0270d51f42db130E9B69c56D83a2aBe8CCB,,,,False,PUMA Nitro Token (PUMA),0.0,,True,True,False
0x6cF0B5A20B2d4b55e6b752d7016275B892035652,,,,False,UNILP (UniLP.net⁣),0.0,7500.0,True,True,False
0xeb341Fc2771f5057C72f2860233Ea0e60EdDD7C9,,,,False,Spam Token,0.0,,True,True,False
0x670d42e7BF6EA5f1738cF48307803056774B38FD,,,,False,Spam Token,0.0,,True,True,False
0xAf3E1161953288139af1A3C0e9d56B49ac301c93,,,,False,NIGHTFLOKI.COM (NIGHTFLOKI),0.0,9.0,True,True,False
0x2c01078F8348D6FB714175F929378aE4EF856138,,,,False,Opyn ETH Call $400 10/30/20 (oETH $400 Call 10/30/20),0.0,25.0,True,True,False
0x318D51fA877A79d9696d001D061df1aAF386A1fF,,,,False,Arbitrum Governance Token (AGT),0.0,1.0,True,True,False
0xF2C84AAA9374239f53132A0e90B47B6584bB8a35,,,,False,Rockstar Metaverse (Rockstar),0.0,483.0,True,True,False
0xc96603Cd4E82aD5A4f718CF7687834b292e30236,,,,False,LOUlS VUlTTON (LV),0.0,,True,True,False
0x875f716aE6d8CB584776718cB6c6ecc63781312C,,,,False,Qualcomm Metaverse (Qualcomm),0.0,18.0,True,True,False
0xd2C66A5dF45acaC5554d6dB1b470c0f4eAb8632c,,,,False,Apocalyptic Apes (ApocalypticApes),0.0,,True,True,False
0x17158E788771EbFf629e00e9b0B62A9C921e2134,,,,False,LooksDrop.com (LOOKSDROP.COM),0.0,140152.0,True,True,False
0x4036e950927C025e5B96452D2dAC7EbCAc5A1F10,,,,False,adidasphase3.com (adidasOriginals),0.0,,True,True,False
0x2e9153F136e05304a0542E57939bcC80B0C16C45,,,,False,Clonexpets.com Mint Pass (CXP),0.0,,True,True,False
0x7C22Fd3910F213E0aC3943Aa261525b9a6e740F0,,,,False,coinzilla (coinzilla),0.0,18.0,True,True,False
0xF7E8Da1e95FCD6A0FED848Cc30119e86307ecabb,,,,False,$ TetherLP.com (TetherLP.com),0.0,6.0,True,True,False
0x7be1B9B932D6C62281461C3965b8240CA5F3615f,,,,False,MEMELAND POTATOZ (memelandpotatoz.c... (MEMELANDFREE),0.0,,True,True,False
0x276b60D3F7810316505E16D764D60d5214261CC1,,,,False,World Of Women Galaxy (WOWG),0.0,,True,True,False
0xc3Aa18ECF4D3F05196501259D69882368a51d57b,,,,False,Optimism (OP),0.0,451.0,True,True,False
0x32456Ce36bCe17e6D5F36De1d5E5592cBb155FD3,,,,False,Kibatsu_Mecha (Kibatsu_Mecha),0.0,,True,True,False
0x36c89d6C0919607dD7989e9d19932eE1B3721D9e,,,,False,Invisible Frens (INVSBLEFRENS),0.0,,True,True,False
0x5C8f992a76FB8d86CF4e1bCe73FbB4F400ce12f2,,,,False,$ Uniswapxx.com ($ Uniswapxx.com),0.0,1.0,True,True,False
0x5CcCE837B41Dbd2ad74882889749517935741390,,,,False,abSHIBA.com (ABSHIBA.com),0.0,62005.0,True,True,False
0x17a10104CBC1eD155D083eaD9FCF5C3440bb50e8,,,,False,$ USDCNotice.com ($ USDCNotice.com <- Vi...),0.0,29451.0,True,True,False
0x7aE4c089F58d1b98D3240a6fcBA1db665227bD2c,,,,False,Nanopass (NP),0.0,,True,True,False
0x2b79dAd6292b2039eD791AaA6a68a0fc8A8F5Ca6,,,,False,ETHW (ETHW),0.0,1.0,True,True,False
0x205213065c083d274927882579339c9b7884d21A,,,,False,V3Award.com (V3Award.com),0.0,6315.0,True,True,False
0xcFCd98df0b4e0F6f29Ae739652B41845f8b97592,,,,False,memelandpotatoz.com (POTATOZ),0.0,,True,True,False
0x32Ac17Fa2d2061A8A1f03b33a9dFfc0Bbe6b8B41,,,,False,Post-Fork ETHW IOU (ETHW-IOU),0.0,5.0,True,True,False
0x8e974A905edAE752C5ff9101535799146921d1Be,,,,False,CryptoPunks.events (CryptoPunks.events),0.0,,True,True,False
0xde1C40Afee27366f0214A350b619962923005Be2,,,,False,$ LPStrong.com (LPStrong.com),0.0,13001.0,True,True,False
0xe4a581C3E7038957F628027EE1249fDd5fDB2969,,,,False,DreamWorks Metaverse (DreamWorks),0.0,512.0,True,True,False
0x4eD378811598B74Dbafb9006Fa6a45156C1DDA4E,,,,False,Staked Ethereum (stakedETH),0.0,13.0,True,True,False
0x6dA1456691E8f20C5f8675C94b88add95607BAC2,,,,False,Murakami flowers (MuraFlower),0.0,,True,True,False
0x908599FDf490b73D171B57731bd4Ca95b7F0DE6a,,,,False,Spam Token,0.0,394.0,True,True,False
0xED123a93aB410deD50D917EDfE256D45281B95D5,,,,False,Spam Token,0.0,14400.0,True,True,False
0xE8f45c8E9902D2468447e46b8692A47c6627834c,,,,False,Spam Token,0.0,7.0,True,True,False
0x850363386f0fB15E3A50896CdC86882Fb01Bd0D4,,,,False,Whats The Fuck DAO (WTF),0.0,72.0,True,True,False
0x2524503fB5513f275A8e7da0f5a9509a0a75B2Be,,,,False,AkitaRyu | AkitaRyu.com (AKITA-RYU🥊),0.0,20.0,True,True,False
0x0332d00ae8e9BAA609eDc48844f48Fdd94CA9547,,,,False,Spam Token,0.0,8801.0,True,True,False
0xCF2384De9e47e3fF4B68674E4E8809a06d3B1348,,,,False,Tesla (Tesla),0.0,,True,True,False
0xD8fA6fEf50db2fd4Da343580b2206e490c3d77d6,,,,False,meta.com (META),0.0,188.0,True,True,False
0xDF77dA4be5B7D58E7fdB86f0973Da2DBb5B36F1B,,,,False,Uniswap Claim (UNIC),0.0,2.0,True,True,False
0x77B25667e5258305Dcaab7E0a21D068c5a3c7eB1,,,,False,Imaginary Ones (IMAGINARY),0.0,,True,True,False
0xefCb803ee40512fc4075af17D27E7039cc9b9c95,,,,False,Rolex (Rolex),0.0,,True,True,False
0x2E24a457Ed2f115e558552862E6CCA567fCC61D6,,,,False,Louis Vuitton (LV),0.0,,True,True,False
0xd696FB3C69726997DFfb904E0a3df28Ddaea3Df8,,,,False,MetaMask Governance (MASK),0.0,394.0,True,True,False
0x6c960aC724b60Df59974c8F66132FC164Fc6D134,,,,False,WORLD OF WOMEN (WOW),0.0,,True,True,False
0xB4238689C4938E97B4843e5651E2C66EB6513774,,,,False,Spam Token,0.0,,True,True,False
0x1f0472Cb6E388f3E7BE73987aFe0C41E579364f1,,,,False,Peacemaker Inu (https://peacemaker-... (PMI),0.0,10.0,True,True,False
0x8eB3FecAAA963C86d9b49004d9f28092f1Db3D6c,,,,False,Eth2Fork.com (Eth2Fork.com),0.0,17417.0,True,True,False
0x82dfDB2ec1aa6003Ed4aCBa663403D7c2127Ff67,,,,False,akSwap.io (akSwap.io),0.0,153151.0,True,True,True
0x20BD935C58026F64Ed9bb178124dA526f9333801,,,,False,Wordle (Wordle),0.0,,True,True,False
0x7938E06B08132Fb8281b475a239510d912Be87Ef,,,,False,Epic Games Metaverse (Epic Games),0.0,411.0,True,True,False
0x477E83fA7DFB41e64DAf20eA6950BDe9EA9e253C,,,,False,Imaginary Ones (IMAGINARY),0.0,,True,True,False
0x14535db7F1C36451657385A7d6caDBefc950216C,,,,False,Imaginary Ones (IMAGINARY),0.0,,True,True,False
0x1f068a896560632a4d2E05044BD7F03834f1A465,,,,False,EthFork2.com (EthFork2.com),0.0,40012.0,True,True,False
0x1d3878ac859aEa6003Bbe56c2F4c585bC8F3549C,,,,False,HOO.com (HOO),0.0,106.0,True,True,False
0xfD3508300471a3EF678dE4E3Fb0d01C0ca07f83D,,,,False,Breezy Bears Origin (Breezy Bears Origin),0.0,,True,True,False
0x141c7c124E574A9Be8a2EE654aC3B0ddC2D884bE,,,,False,$ TetherLP.com (TetherLP.com),0.0,21277.0,True,True,False
0xA688f34e7fbC26303b097f417fBa072486b8FF94,,,,False,MEMELAND POTATOZ memelandpotatoz.co... (POTATOZ),0.0,,True,True,False
0xB705ee67c49F7d646fcF91a8D510533cd754b6f7,,,,False,ExxonMobil Metaverse (ExxonMobil),0.0,16.0,True,True,False
0x0e5c3E515EFCF621AB4e32b08f73A2bA9FddBB3b,,,,False,Louis Vuitton Ape (LV Ape),0.0,,True,True,False
0x34075D8C3a64cb686603B2879E0B19c3253ecB21,,,,False,Spam Token,0.0,,True,True,False
0x7dedF2404dC59A1E1ACfD001ce7EABff50437f15,,,,False,Spam Token,0.0,,True,True,False
0xcdc9A39a93701e8dB496f0336635CE567f76ACB5,,,,False,$ AaveReward.com ($ AaveReward.com),0.0,,True,True,False
0x25fd22e3F3EcF07D1FB1Cde26d9484a540c61Aff,,,,False,Facebook (META),0.0,134.0,True,True,False
0xE1c71e30AC4A51B121436Ba1fbF854A4259D9703,,,,False,1inchtoken.com (1inchToken),0.0,2.0,True,True,False
0x7aF22777c70Ef7e673F70CCD3148731e8Aa74b22,,,,False,7-ELEVEN Metaverse (7-ELEVEN),0.0,462.0,True,True,False
0x6aE99697Df86af04488674C8AD961df0564FC8B1,,,,False,地球 (ETHW),0.0,4.0,True,True,False
0xD65AB8580bD939D76797E077072B69711E6d631b,,,,False,WORLD OF WOMEN (WOW),0.0,,True,True,False
0xc3dCB001Db19dCd67B30873E733f451bfaab2682,,,,False,ETHw Promissory Note (wETHPow),0.0,1.0,True,True,False
0x2039ea0A779DcE52A956fC5D126FF9c455E9ecBc,,,,False,ApeFestPOAP.com (ApeFestPOAP.com),0.0,,True,True,False
0x4B0EcD82010107B609B0bEe740f176326e3D64e3,,,,False,$ StrongV2.com (StrongV2.com),0.0,13000.0,True,True,False
0x1bE8057D9dE654F3856799B93a045cf78426DC1d,,,,False,Jordan Metaverse (Jordan),0.0,424.0,True,True,False
0x1bea0274F76D8048194a6FE3Fed289f9b5082e23,,,,False,MEMELAND FREE MINT (MEMELAND FREE),0.0,,True,True,False
0xd689Ca319F41D366B0d3F6544F723aeb69AD8C10,,,,False,Mercedes Benz (Benz),0.0,,True,True,False
0x7C743517f34daEfc6477D44b0a2a12dE6fA38Ea2,,,,False,! Uniswapv3LP.com ! (Uniswapv3LP.com),0.0,14401.0,True,True,False
0x85E14ae950f7C0C03BaF84E0D175e11951399e35,,,,False,$ UNIClaimV2.com (UNIClaimV2.com),0.0,8001.0,True,True,False
0xB639687c6768ab33996541d05948dD621A012503,,,,False,Discord DAO (Discord),0.0,453.0,True,True,False
0x71BFc09B2DE5628FA806e7d608368193978480F2,,,,False,Louis Vuitton (LV),0.0,,True,True,False
0x076e86F9F61b4f5C374b114D0d8ecb85481e6956,,,,False,LEGO.com (LEGO),0.0,122.0,True,True,False
0xCd0827753B04aEb7E8958928dB1B7f1d1F1C928E,,,,False,Coca-Cola (CocaCola),0.0,,True,True,False
0xB319dDFADAC89A05E3013F8c2194A2Fb5d0C5012,,,,False,Spam Token,0.0,,True,True,False
0x228DF44f99C9Fa9A311Bcf43b02381bB2be9E83d,,,,False,meta.com (META),0.0,102.0,True,True,False
0xf0155659Ab6d12C3cd5C117dCfd80cC6BfaD10c1,,,,False,ShibaClaim.com (SHIB),0.0,,True,True,False
0x3E4b3AdEBcb2dC9d8d7615f232Ee782514FE53e3,,,,False,NFKings INU (NFKings),0.0,28.0,True,True,False
0xedD6B61a2E060A6f3D701b6cDAc05F80CAC15D5a,,,,False,Nexon Metaverse (Nexon),0.0,414.0,True,True,False
0xdc57D32EA1c49C30244E85077024B13E9305803c,,,,False,Mercedes Benz (Benz),0.0,,True,True,False
0x026d440e742E2E4E94ce0651EA7215E181652c68,,,,False,Spam Token,0.0,156.0,True,True,False
0x6081cdA8393553684D3fD38A460cE9c5670213B6,,,,False,Tom Sachs Rocket Factory (Rocket),0.0,,True,True,False
0x607C36B7395236420ad34963129b9149910a1BE1,,,,False,Rolex (Rolex),0.0,,True,True,False
0x66455FEE0753Cb357bf689Ff7314D99757167D44,,,,False,Memeland by 9GAG ($MEME),0.0,,True,True,False
0xDa422d8106C3A6F702367994898F2202724CC7De,,,,False,Invisible (INV),0.0,,True,True,False
0x1d95FBC578dC0d565Fd02ac5a1CfC5490e592def,,,,False,Coca Cola (CocaCola),0.0,,True,True,False
0x2AA830A75148691fE09E1A092cF4D6cADb0dFF08,,,,False,3D Penguins Castle (PGCT),0.0,,True,True,False
0x4a7DcC87841D2CF168fCC9D4e5EE0C23c3645039,,,,False,MEMELAND POTATOZ memelandpotatoz.co... (POTATOZ),0.0,,True,True,False
0x129D67BC60732cABcf9b6c244c5B0F886b9038b3,,,,False,Rolex (Rolex),0.0,,True,True,False
0xef897b87E2D91E8a548b61AB064602425f451723,,,,False,Spam Token,0.0,,True,True,False
0x1529D38ec383c9157d2547456428735e1e9898Bb,,,,False,Netflix Metaverse (Netflix),0.0,482.0,True,True,False
0x39cf57b4dECb8aE3deC0dFcA1E2eA2C320416288,,,,False,$ AaveReward.com ($ AaveReward.com),0.0,31819.0,True,True,False
0xF3096453e2500061364CEF1E3bC2E65f564CcAD0,,,,False,ETHCLASSIC (ETHC),0.0,10.0,True,True,False
0x45f42bea2451C0d48a34c4eF88CB240b6cE25486,,,,False,Gmail Metaverse (Gmail),0.0,440.0,True,True,False
0xfBa4e75a05c132f313119Eb8945e9adA4F6CA97F,,,,False,aWETH.io (aWETH.io),0.0,28262.0,True,True,False
0x7fD8e51ea7C721Ab3b600c3bE8257D89666C4659,,,,False,Imaginary Ones (IMAGINARY),0.0,,True,True,False
0xBf5fB1563ef58ba41325454ca61Cc3D62bd40744,,,,False,aWETH.io (aWETH.io),0.0,28176.0,True,True,False
0x6d891e4a4feb151D6481479a7D57df36B4b298B5,,,,False,USD Coin (USDC),0.0,73.0,True,True,False
0xE76d126EAbc276955F83ef9Df0A139b7d86cb78f,,,,False,MEMELAND by 9GAG (MEMELAND),0.0,,True,True,False
0x0fB1b5606783ec7AA1AA393e161395a47b08D448,,,,False,$ StrongV3.com (StrongV3.com),0.0,11001.0,True,True,False
0x2B667d0c20a206E1a4e9A4874aECC8F5fafbfC8B,,,,False,Choise.com (CHO),0.0,18.0,True,True,False
0x3506b7EFF28E41ff0746a432897777973cfb2D46,,,,False,League of Legends (LOL),0.0,430.0,True,True,False
0xbB3530aC51DEd9c48Bb74da82E803Cfa334500EA,,,,False,Wrapped Arbitrum Token (AB),0.0,32.0,True,True,False
0xd4F7466b52eDDB4bF20c520fBe308b0961659B03,,,,False,Spam Token,0.0,,True,True,False
0xcb944F73698f85fABa8C8dC2FDc8e81Ef1Ae9dc9,,,,False,$$ UniswapLP.org ($$ UniswapLP.org),0.0,21.0,True,True,False
0x3388bbD7c53FaEe1b7AB2661aF7f0A0884eCFE8B,,,,False,Tiffany & Co. Metaverse (Tiffany),0.0,24.0,True,True,False
0x44f9EBEB2E8c4FF3b247E1CA93AF967b243B7A2a,,,,False,ETH (TH),0.0,,True,True,False
0x95274973BA66B9c34f06762e99C2685C6E7FeE61,,,,False,Spam Token,0.0,10800.0,True,True,False
0xD6cc89EF815CFd8F30E3Fe8319B3983351C93d31,,,,False,Louis Vuitton Watch (LV Watch),0.0,,True,True,False
0x2ca37ad1B2385F4E2D077ff5ae0A1a842233FA9E,,,,False,Azuki X BAYC (ABAYC),0.0,,True,True,False
0x4f0c3774047Bd03fd9bfb53e5FaAdc469ADC6e53,,,,False,walmart.com (WALMART),0.0,5.0,True,True,False
0x6ce283B9fFB91A05fCAA6904bCc69032544167db,,,,False,Opyn ETH Call $800 12/25/20 (oETH Call $800 12/25/20),0.0,295.0,True,True,False
0x1ceD055917C1c5A4d7Aa14B05C6bd09B2B1e6f17,,,,False,Coca Cola (CocaCola),0.0,,True,True,False
0x47eC3dD8fe054B51A262fcC7CCe0bD127D44Ca4b,,,,False,Louis Vuitton Watch (LV Watch),0.0,,True,True,False
0x79E28533f36ED6ADC19Ecdd98EAD6AcB1e26a41e,,,,False,Bentley Metaverse (Bentley),0.0,348.0,True,True,False
0x78E95cF415e36bA5547A46DF5b270811d7aC7b8e,,,,False,othermetaYC.com (othermetaYC.com),0.0,,True,True,False
0x35e93c60b9f0B9D85933e48434Ba9Ccd970C7a4E,,,,False,Spam Token,0.0,,True,True,False
0xBeb0887c1ec4D95813277778c1ec2D68F339a5FE,,,,False,Coca-Cola (CocaCola),0.0,,True,True,False
0x2e5E0dd695f1Abf59Ca3592DC9A669cDB8379Ff8,,,,False,LP (Univ3LP.org),0.0,8000.0,True,True,False
0x341fE0DcD9BC5b90270564695CD0D98500a9FdB3,,,,False,bitclout.com (DESO),0.0,30.0,True,True,False
0x3edf7142ac682a3DCB9455646500a97AB9FCa1e3,,,,False,PornHub.com (PORN),0.0,3.0,True,True,False
0x52b416E284303B223Cda59Ccb3D6fE0e422Ceb3B,,,,False,Rolex (Rolex),0.0,,True,True,False
